Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[19]     9.0    0.00    0.10  476706         std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert(aalta_formula* const&) [19]
                0.02    0.08  476706/476706      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_insert(aalta_formula* const&, std::tr1::integral_constant<bool, true>) [20]
-----------------------------------------------
                0.02    0.08  476706/476706      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert(aalta_formula* const&) [19]
[20]     9.0    0.02    0.08  476706         std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_insert(aalta_formula* const&, std::tr1::integral_constant<bool, true>) [20]
                0.01    0.03  476706/674310      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_find_node(std::tr1::__detail::_Hash_node<aalta_formula*, false>*, aalta_formula* const&, unsigned long) const [29]
                0.00    0.03  476642/476642      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_insert_bucket(aalta_formula* const&, unsigned long, unsigned long) [53]
                0.00    0.01  476706/676732      std::tr1::__detail::_Hash_code_base<aalta_formula*, aalta_formula*, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_bucket_index(aalta_formula* const&, unsigned long, unsigned long) const [97]
                0.00    0.00      64/638665      std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<aalta_formula*, false>*, std::tr1::__detail::_Hash_node<aalta_formula*, false>**) [191]
                0.00    0.00  476706/598970      std::_Identity<aalta_formula*>::operator()(aalta_formula* const&) const [430]
                0.00    0.00  476706/675182      std::tr1::__detail::_Hash_code_base<aalta_formula*, aalta_formula*, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_hash_code(aalta_formula* const&) const [425]
                0.00    0.00  476706/476706      std::pair<std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, bool> std::make_pair<std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, bool>(std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, bool) [439]
-----------------------------------------------
                0.00    0.00       3/91312       nondeter_prog_state::invariant_core(aalta_formula*) [185]
                0.00    0.00      15/91312       nondeter_prog_state::add_constraint() [49]
                0.00    0.00      68/91312       nondeter_prog_state::unsat_core(aalta_formula*) [9]
                0.00    0.00      76/91312       nondeter_checker::model(int) [207]
                0.00    0.00      96/91312       nondeter_prog_state::get_new_potential(aalta_formula*, aalta_formula*) [28]
                0.00    0.00     100/91312       aalta_formula::get_alphabet() [223]
                0.00    0.00    1176/91312       nondeter_checker::get_nexts(aalta_formula*) [182]
                0.00    0.01    5078/91312       nondeter_prog_state::next_in(aalta_formula*) [12]
                0.00    0.01    7378/91312       nondeter_prog_state::current_in(aalta_formula*) [82]
                0.00    0.01    9978/91312       nondeter_prog_state::get_until_element_of(aalta_formula*) [61]
                0.00    0.07   67344/91312       aalta_formula::to_set() [13]
[21]     8.5    0.00    0.10   91312         void std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert<std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false> >(std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>) [21]
                0.00    0.08  374537/476706      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert(aalta_formula* const&) [19]
                0.00    0.01  374537/749074      std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>::operator++() [94]
                0.00    0.01   91312/91312       std::iterator_traits<std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false> >::difference_type std::tr1::__detail::__distance_fw<std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false> >(std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>) [162]
                0.00    0.00   91312/711097      std::tr1::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const [73]
                0.00    0.00   12409/13959       std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_rehash(unsigned long) [187]
                0.00    0.00  465849/1230071     bool std::tr1::__detail::operator!=<aalta_formula*, false>(std::tr1::__detail::_Hashtable_iterator_base<aalta_formula*, false> const&, std::tr1::__detail::_Hashtable_iterator_base<aalta_formula*, false> const&) [395]
                0.00    0.00  374537/539849      std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>::operator*() const [433]
-----------------------------------------------
                              315156             aalta_formula::minus(std::tr1::unordered_map<int, aalta_formula*, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, aalta_formula*> > >&, std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >&, int&, int&, int) <cycle 3> [22]
                              107792             aalta_formula::plus(std::tr1::unordered_map<int, aalta_formula*, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, aalta_formula*> > >&, std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >&, int&, int&, int) <cycle 3> [32]
[22]     8.4    0.04    0.06  107792+315156  aalta_formula::minus(std::tr1::unordered_map<int, aalta_formula*, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, aalta_formula*> > >&, std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >&, int&, int&, int) <cycle 3> [22]
                0.00    0.03  213818/343214      aalta_formula::search(aalta_formula, std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >&, int&) [35]
                0.01    0.02  213818/343214      std::tr1::__detail::_Map_base<int, std::pair<int const, aalta_formula*>, std::_Select1st<std::pair<int const, aalta_formula*> >, true, std::tr1::_Hashtable<int, std::pair<int const, aalta_formula*>, std::allocator<std::pair<int const, aalta_formula*> >, std::_Select1st<std::pair<int const, aalta_formula*> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true> >::operator[](int const&) [42]
                0.00    0.00  472734/1171458     std::string convert_to_string<int>(int) [107]
                0.00    0.00  767978/2072854     aalta_formula::oper() const [392]
                0.00    0.00  472734/1327564     std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [394]
                0.00    0.00  315156/1036719     std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [399]
                0.00    0.00  213818/661181      aalta_formula::aalta_formula(aalta_formula const&) [426]
                0.00    0.00  213818/852128      aalta_formula::~aalta_formula() [408]
                                9958             aalta_formula::plus(std::tr1::unordered_map<int, aalta_formula*, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, aalta_formula*> > >&, std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >&, int&, int&, int) <cycle 3> [32]
                              315156             aalta_formula::minus(std::tr1::unordered_map<int, aalta_formula*, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, aalta_formula*> > >&, std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >&, int&, int&, int) <cycle 3> [22]
-----------------------------------------------
                0.00    0.08  290046/290046      std::tr1::__unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*>, false>::__unordered_set(unsigned long, aalta_formula::af_prt_hash2 const&, aalta_formula::af_prt_eq const&, std::allocator<aalta_formula*> const&) [25]
[23]     7.2    0.00    0.08  290046         std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_Hashtable(unsigned long, aalta_formula::af_prt_hash2 const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, aalta_formula::af_prt_eq const&, std::_Identity<aalta_formula*> const&, std::allocator<aalta_formula*> const&) [23]
                0.00    0.06  290046/293000      std::tr1::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const [30]
                0.01    0.01  290046/403057      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_allocate_buckets(unsigned long) [78]
                0.01    0.00  290046/293000      std::tr1::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [148]
                0.00    0.00  290046/290046      std::tr1::__detail::_Hash_code_base<aalta_formula*, aalta_formula*, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::_Identity<aalta_formula*> const&, aalta_formula::af_prt_eq const&, aalta_formula::af_prt_hash2 const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&) [482]
                0.00    0.00  290046/290047      std::allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> >::allocator<aalta_formula*>(std::allocator<aalta_formula*> const&) [481]
-----------------------------------------------
                0.00    0.00       1/290046      __static_initialization_and_destruction_0(int, int) [314]
